year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,12,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",187.00,40.00,11.81,0.08,19.87,0.63,7.62,2.00,0.00,2447.00,607.00,10.00,1208.00,25.00,597.00
2024,12,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",299.00,87.00,32.26,1.87,21.58,0.00,31.28,2.00,0.00,5646.00,1615.00,218.00,944.00,0.00,2869.00
2024,12,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",345.00,95.00,48.79,17.40,14.47,0.00,14.34,0.00,0.00,7396.00,3433.00,1800.00,915.00,0.00,1248.00
2024,12,PT,Piedmont Airlines,BNA,"Nashville, TN: Nashville International",21.00,5.00,0.20,0.00,1.10,0.00,3.70,1.00,0.00,307.00,3.00,0.00,33.00,0.00,271.00
2024,12,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",448.00,92.00,36.54,0.92,22.76,0.00,31.78,2.00,0.00,4694.00,1520.00,132.00,750.00,0.00,2292.00
2024,12,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4301.00,803.00,228.66,6.43,104.31,6.16,457.44,8.00,1.00,44612.00,11030.00,559.00,4025.00,419.00,28579.00
2024,12,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",68.00,9.00,2.56,0.92,2.83,0.00,2.70,1.00,0.00,695.00,117.00,76.00,88.00,0.00,414.00
2024,12,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",566.00,97.00,24.43,0.65,27.72,0.00,44.20,0.00,0.00,5237.00,1302.00,82.00,1151.00,0.00,2702.00
2024,12,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",39.00,7.00,3.00,0.00,3.00,0.00,1.00,0.00,0.00,238.00,102.00,0.00,117.00,0.00,19.00
2024,12,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",574.00,143.00,51.46,4.56,26.69,0.00,60.29,10.00,1.00,10779.00,3350.00,1120.00,961.00,0.00,5348.00
2024,12,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",91.00,17.00,5.50,0.00,6.20,0.00,5.30,0.00,0.00,499.00,162.00,0.00,182.00,0.00,155.00
2024,12,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",78.00,15.00,4.56,1.00,2.71,0.00,6.73,1.00,1.00,1264.00,473.00,75.00,180.00,0.00,536.00
2024,12,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",723.00,143.00,77.89,0.89,33.55,0.00,30.67,0.00,0.00,7069.00,4106.00,63.00,1429.00,0.00,1471.00
2024,12,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",38.00,9.00,2.37,0.00,0.98,0.00,5.65,0.00,0.00,727.00,68.00,0.00,57.00,0.00,602.00
2024,12,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",206.00,44.00,12.00,2.90,9.52,0.00,19.58,2.00,0.00,5302.00,1211.00,1091.00,1403.00,0.00,1597.00
2024,12,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",172.00,27.00,8.18,2.34,4.87,0.00,11.61,1.00,0.00,1045.00,243.00,92.00,146.00,0.00,564.00
2024,12,ZW,Air Wisconsin Airlines Corp,BNA,"Nashville, TN: Nashville International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",58.00,7.00,2.00,0.00,1.03,0.00,3.97,0.00,0.00,433.00,229.00,0.00,19.00,0.00,185.00
2024,11,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",625.00,107.00,47.56,2.89,14.63,0.00,41.93,4.00,0.00,7102.00,2834.00,190.00,650.00,0.00,3428.00
2024,11,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",88.00,15.00,4.95,0.00,6.40,0.00,3.65,0.00,0.00,479.00,164.00,0.00,171.00,0.00,144.00
2024,11,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",98.00,14.00,9.42,0.00,2.65,0.00,1.94,0.00,0.00,671.00,519.00,0.00,58.00,0.00,94.00
2024,11,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",693.00,60.00,33.35,1.00,18.02,0.00,7.63,0.00,0.00,2953.00,1764.00,363.00,584.00,0.00,242.00
2024,11,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",74.00,14.00,2.60,1.17,4.53,0.00,5.70,1.00,0.00,704.00,140.00,54.00,216.00,0.00,294.00
2024,11,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",179.00,26.00,7.48,1.91,4.53,0.00,12.08,0.00,1.00,2103.00,552.00,327.00,124.00,0.00,1100.00
2024,11,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",158.00,19.00,5.49,0.00,4.52,0.00,8.99,1.00,0.00,580.00,171.00,0.00,142.00,0.00,267.00
2024,11,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",254.00,39.00,9.37,0.00,20.68,0.00,8.95,0.00,0.00,2657.00,622.00,0.00,1351.00,0.00,684.00
2024,11,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",227.00,24.00,8.57,0.00,5.81,0.00,9.61,0.00,0.00,1424.00,533.00,0.00,190.00,0.00,701.00
2024,11,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",296.00,48.00,28.63,4.62,5.88,0.00,8.88,0.00,0.00,2896.00,2041.00,274.00,289.00,0.00,292.00
2024,11,PT,Piedmont Airlines,BNA,"Nashville, TN: Nashville International",28.00,2.00,1.00,0.00,0.18,0.00,0.82,0.00,0.00,140.00,123.00,0.00,3.00,0.00,14.00
2024,11,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",542.00,94.00,26.33,2.04,36.50,0.00,29.13,0.00,0.00,6017.00,1212.00,193.00,1465.00,0.00,3147.00
2024,11,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4237.00,479.00,147.17,2.39,61.39,3.00,265.05,10.00,0.00,23146.00,8064.00,143.00,2085.00,136.00,12718.00
2024,11,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",42.00,4.00,1.32,0.00,1.58,0.00,1.11,0.00,0.00,145.00,36.00,0.00,62.00,0.00,47.00
2024,11,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",587.00,48.00,14.97,2.23,11.45,1.00,18.35,0.00,0.00,2111.00,621.00,171.00,390.00,37.00,892.00
2024,10,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",432.00,71.00,58.54,1.00,7.15,0.00,4.31,0.00,0.00,3942.00,3194.00,92.00,327.00,0.00,329.00
2024,10,PT,Piedmont Airlines,BNA,"Nashville, TN: Nashville International",21.00,2.00,0.04,0.00,1.00,0.00,0.96,0.00,0.00,64.00,2.00,0.00,15.00,0.00,47.00
2024,10,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",610.00,86.00,28.25,0.00,20.60,0.00,37.15,0.00,1.00,4855.00,1798.00,0.00,631.00,0.00,2426.00
2024,10,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4620.00,516.00,179.69,1.27,91.51,3.03,240.50,51.00,12.00,22899.00,8018.00,62.00,3024.00,58.00,11737.00
2024,10,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,10,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",566.00,38.00,9.94,0.90,13.72,0.00,13.45,0.00,2.00,1724.00,459.00,52.00,391.00,0.00,822.00
2024,10,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",57.00,3.00,2.00,0.00,0.46,0.00,0.54,0.00,2.00,175.00,149.00,0.00,12.00,0.00,14.00
2024,10,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",844.00,145.00,54.95,0.25,24.54,0.00,65.26,3.00,1.00,8359.00,3435.00,5.00,697.00,0.00,4222.00
2024,10,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",112.00,12.00,3.08,0.00,7.38,0.00,1.54,0.00,1.00,314.00,91.00,0.00,192.00,0.00,31.00
2024,10,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",144.00,30.00,10.52,0.20,16.59,0.00,2.69,0.00,0.00,1236.00,446.00,6.00,558.00,0.00,226.00
2024,10,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",765.00,60.00,36.99,1.00,8.89,0.00,13.12,0.00,2.00,3050.00,2100.00,104.00,253.00,0.00,593.00
2024,10,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",85.00,14.00,6.99,0.00,2.47,0.00,4.54,1.00,0.00,1544.00,887.00,0.00,140.00,0.00,517.00
2024,10,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",209.00,30.00,13.40,1.09,2.77,0.00,12.74,2.00,0.00,2948.00,1262.00,51.00,69.00,0.00,1566.00
2024,10,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",159.00,20.00,4.48,0.28,4.59,0.05,10.60,6.00,0.00,1049.00,202.00,11.00,159.00,2.00,675.00
2024,10,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",315.00,50.00,18.05,0.00,18.85,0.00,13.10,4.00,1.00,3462.00,1359.00,0.00,1064.00,0.00,1039.00
2024,10,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",63.00,8.00,3.09,0.00,1.51,0.00,3.39,0.00,1.00,826.00,429.00,0.00,77.00,0.00,320.00
2024,9,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",62.00,6.00,1.70,0.00,1.01,0.00,3.29,0.00,1.00,684.00,249.00,0.00,21.00,0.00,414.00
2024,9,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",810.00,182.00,54.25,5.44,49.14,0.97,72.20,4.00,4.00,10242.00,3371.00,389.00,1808.00,28.00,4646.00
2024,9,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",120.00,27.00,8.00,0.00,9.82,0.00,9.18,0.00,0.00,1055.00,429.00,0.00,316.00,0.00,310.00
2024,9,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",140.00,26.00,13.15,0.00,6.53,0.00,6.32,0.00,2.00,1555.00,761.00,0.00,308.00,0.00,486.00
2024,9,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",732.00,69.00,33.04,0.51,16.35,0.00,19.10,0.00,3.00,3186.00,1672.00,31.00,607.00,0.00,876.00
2024,9,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",85.00,13.00,5.98,0.00,2.06,0.00,4.97,0.00,0.00,891.00,367.00,0.00,83.00,0.00,441.00
2024,9,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",212.00,31.00,8.64,2.93,5.41,0.00,14.03,0.00,0.00,2515.00,1396.00,116.00,244.00,0.00,759.00
2024,9,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",172.00,39.00,7.53,0.08,12.99,0.00,18.40,2.00,0.00,1791.00,318.00,4.00,572.00,0.00,897.00
2024,9,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",291.00,52.00,11.82,1.52,26.90,0.00,11.76,8.00,1.00,2694.00,866.00,64.00,1123.00,0.00,641.00
2024,9,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",57.00,15.00,3.42,0.65,4.84,0.00,6.10,1.00,1.00,878.00,223.00,98.00,194.00,0.00,363.00
2024,9,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",369.00,78.00,47.98,12.44,8.16,0.00,9.42,0.00,2.00,4963.00,3201.00,832.00,396.00,0.00,534.00
2024,9,PT,Piedmont Airlines,BNA,"Nashville, TN: Nashville International",25.00,6.00,0.11,0.00,4.54,0.00,1.35,0.00,1.00,271.00,6.00,0.00,211.00,0.00,54.00
2024,9,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",603.00,99.00,34.01,1.36,30.21,0.00,33.42,0.00,2.00,6117.00,1621.00,138.00,1103.00,0.00,3255.00
2024,9,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4145.00,498.00,141.64,5.10,96.90,1.41,252.95,21.00,20.00,22331.00,6639.00,224.00,3379.00,38.00,12051.00
2024,9,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",22.00,2.00,1.02,0.00,0.00,0.00,0.98,0.00,0.00,142.00,39.00,0.00,0.00,0.00,103.00
2024,9,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",495.00,66.00,24.60,0.00,22.93,0.00,18.47,0.00,1.00,3813.00,1704.00,0.00,966.00,0.00,1143.00
2024,8,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",127.00,26.00,9.94,0.63,7.29,0.00,8.14,14.00,0.00,2176.00,963.00,156.00,450.00,0.00,607.00
2024,8,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",855.00,300.00,98.77,12.56,40.47,0.25,147.95,16.00,0.00,22005.00,6939.00,1288.00,1343.00,15.00,12420.00
2024,8,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",121.00,29.00,11.68,0.00,4.85,0.00,12.47,0.00,0.00,1187.00,565.00,0.00,122.00,0.00,500.00
2024,8,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",123.00,39.00,17.57,1.00,7.29,0.00,13.14,7.00,0.00,3469.00,1489.00,76.00,440.00,0.00,1464.00
2024,8,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",726.00,108.00,52.83,3.25,21.88,0.89,29.15,1.00,0.00,6609.00,3331.00,885.00,772.00,102.00,1519.00
2024,8,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",82.00,26.00,8.41,0.00,2.66,0.00,14.93,0.00,0.00,1735.00,561.00,0.00,126.00,0.00,1048.00
2024,8,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",248.00,46.00,10.99,4.62,4.13,0.07,26.19,4.00,0.00,4690.00,1062.00,766.00,149.00,19.00,2694.00
2024,8,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",194.00,48.00,9.66,3.80,9.74,0.00,24.81,5.00,0.00,2825.00,581.00,227.00,333.00,0.00,1684.00
2024,8,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",335.00,93.00,24.56,1.45,43.23,0.07,23.68,18.00,0.00,8044.00,1894.00,57.00,4102.00,5.00,1986.00
2024,8,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",133.00,29.00,8.17,3.54,6.80,0.00,10.48,3.00,0.00,2979.00,459.00,657.00,309.00,0.00,1554.00
2024,8,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",382.00,87.00,54.20,11.49,15.76,0.00,5.54,9.00,0.00,8202.00,4497.00,1091.00,1693.00,0.00,921.00
2024,8,PT,Piedmont Airlines,BNA,"Nashville, TN: Nashville International",27.00,9.00,1.00,1.23,4.08,0.00,2.69,2.00,0.00,739.00,32.00,203.00,325.00,0.00,179.00
2024,8,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",547.00,107.00,33.91,1.84,22.53,0.00,48.73,7.00,1.00,8085.00,2123.00,559.00,1212.00,0.00,4191.00
2024,8,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4403.00,763.00,223.04,20.45,91.55,1.50,426.45,39.00,3.00,42486.00,12099.00,1443.00,4269.00,83.00,24592.00
2024,8,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",54.00,4.00,0.70,0.03,1.38,0.00,1.89,1.00,0.00,1075.00,70.00,22.00,84.00,0.00,899.00
2024,8,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",493.00,82.00,21.94,4.13,27.46,0.00,28.47,16.00,0.00,6122.00,1803.00,771.00,1215.00,0.00,2333.00
2024,7,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",130.00,32.00,10.83,0.76,9.34,0.00,11.06,10.00,0.00,2901.00,1022.00,100.00,474.00,0.00,1305.00
2024,7,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",707.00,332.00,97.88,12.63,39.08,1.85,180.55,23.00,2.00,30028.00,10061.00,1299.00,2108.00,66.00,16494.00
2024,7,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",120.00,26.00,9.02,0.00,4.54,0.00,12.44,0.00,0.00,936.00,303.00,0.00,159.00,0.00,474.00
2024,7,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",122.00,35.00,14.27,0.97,9.61,0.06,10.09,1.00,0.00,2729.00,1305.00,28.00,703.00,6.00,687.00
2024,7,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",726.00,193.00,106.19,4.39,36.92,0.00,45.50,37.00,0.00,17304.00,11153.00,320.00,1836.00,0.00,3995.00
2024,7,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",70.00,22.00,4.13,0.95,4.62,0.00,12.30,2.00,0.00,1576.00,322.00,37.00,184.00,0.00,1033.00
2024,7,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",296.00,58.00,9.25,7.85,6.91,0.00,33.99,9.00,2.00,5903.00,2073.00,595.00,523.00,0.00,2712.00
2024,7,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",221.00,68.00,8.92,8.21,14.16,0.18,36.53,1.00,1.00,4935.00,386.00,578.00,826.00,20.00,3125.00
2024,7,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",431.00,142.00,48.21,2.70,55.43,0.09,35.58,24.00,0.00,10792.00,3625.00,159.00,4347.00,5.00,2656.00
2024,7,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",206.00,68.00,16.30,3.97,21.84,0.30,25.59,6.00,1.00,5438.00,1042.00,556.00,1025.00,6.00,2809.00
2024,7,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",414.00,135.00,62.89,28.08,33.23,0.00,10.80,9.00,0.00,13077.00,7437.00,2163.00,2867.00,0.00,610.00
2024,7,PT,Piedmont Airlines,BNA,"Nashville, TN: Nashville International",30.00,11.00,3.82,0.81,4.60,0.00,1.78,1.00,1.00,433.00,125.00,47.00,144.00,0.00,117.00
2024,7,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",528.00,164.00,53.83,9.86,38.84,0.00,61.46,14.00,2.00,13540.00,3904.00,1378.00,1905.00,0.00,6353.00
2024,7,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4691.00,1197.00,323.61,32.10,174.04,5.66,661.59,17.00,13.00,66721.00,16005.00,2353.00,8941.00,164.00,39258.00
2024,7,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",71.00,15.00,5.95,0.40,3.46,0.00,5.19,4.00,0.00,1244.00,391.00,45.00,136.00,0.00,672.00
2024,7,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",484.00,97.00,18.90,2.47,43.75,0.00,31.88,4.00,2.00,6394.00,1636.00,389.00,2149.00,0.00,2220.00
2024,6,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",75.00,14.00,6.85,1.00,1.77,0.00,4.37,2.00,0.00,1297.00,807.00,23.00,70.00,0.00,397.00
2024,6,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",459.00,54.00,20.73,1.33,22.71,0.00,9.22,7.00,1.00,3251.00,1563.00,325.00,830.00,0.00,533.00
2024,6,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",244.00,68.00,11.42,5.86,12.44,0.00,38.28,5.00,2.00,5373.00,666.00,535.00,856.00,0.00,3316.00
2024,6,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",398.00,101.00,28.30,2.22,44.27,1.79,24.43,12.00,1.00,6797.00,2007.00,90.00,2842.00,77.00,1781.00
2024,6,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",168.00,28.00,9.37,1.06,9.29,0.11,8.17,1.00,0.00,2151.00,768.00,161.00,467.00,5.00,750.00
2024,6,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",398.00,124.00,73.90,19.25,22.45,0.00,8.40,11.00,2.00,15253.00,9914.00,2701.00,2126.00,0.00,512.00
2024,6,PT,Piedmont Airlines,BNA,"Nashville, TN: Nashville International",26.00,10.00,2.06,0.94,5.60,0.00,1.40,1.00,0.00,720.00,121.00,69.00,389.00,0.00,141.00
2024,6,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",519.00,127.00,44.45,1.85,26.48,0.00,54.23,5.00,5.00,9063.00,2567.00,121.00,1143.00,0.00,5232.00
2024,6,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4503.00,976.00,286.08,14.83,124.82,2.64,547.62,13.00,12.00,53754.00,14752.00,951.00,5198.00,130.00,32723.00
2024,6,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",126.00,26.00,10.98,0.00,4.60,0.00,10.41,5.00,1.00,1969.00,697.00,0.00,356.00,0.00,916.00
2024,6,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",754.00,318.00,96.40,10.24,45.03,0.87,165.46,21.00,2.00,30174.00,8374.00,1878.00,2712.00,68.00,17142.00
2024,6,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",117.00,25.00,14.12,0.00,3.11,0.50,7.26,0.00,0.00,1348.00,836.00,0.00,132.00,36.00,344.00
2024,6,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",131.00,37.00,20.35,0.54,7.32,0.00,8.80,6.00,0.00,3318.00,2168.00,261.00,322.00,0.00,567.00
2024,6,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",715.00,137.00,69.54,1.22,33.55,1.00,31.69,0.00,3.00,7427.00,4562.00,41.00,1372.00,32.00,1420.00
2024,6,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",73.00,17.00,2.70,0.28,5.15,0.00,8.88,4.00,0.00,1179.00,125.00,17.00,222.00,0.00,815.00
2024,6,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",289.00,59.00,16.18,5.94,3.93,0.00,32.95,1.00,3.00,4164.00,1449.00,374.00,134.00,0.00,2207.00
2024,6,G7,GoJet Airlines LLC d/b/a United Express,BNA,"Nashville, TN: Nashville International",1.00,1.00,0.95,0.00,0.05,0.00,0.00,0.00,0.00,81.00,77.00,0.00,4.00,0.00,0.00
2024,5,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",246.00,76.00,6.37,2.73,20.67,0.32,45.90,3.00,2.00,4708.00,271.00,114.00,1220.00,12.00,3091.00
2024,5,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",372.00,100.00,25.46,2.93,51.49,0.75,19.38,5.00,3.00,7208.00,1629.00,230.00,3764.00,26.00,1559.00
2024,5,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",186.00,57.00,12.07,2.67,20.30,0.00,21.96,2.00,2.00,3826.00,864.00,254.00,869.00,0.00,1839.00
2024,5,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",414.00,136.00,69.62,21.18,34.89,0.00,10.31,9.00,2.00,12769.00,6422.00,1617.00,3726.00,0.00,1004.00
2024,5,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",603.00,156.00,45.67,6.26,45.91,0.00,58.15,3.00,3.00,11270.00,2530.00,744.00,2161.00,0.00,5835.00
2024,5,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4302.00,1171.00,278.08,33.72,225.26,4.24,629.70,14.00,21.00,75452.00,16167.00,3090.00,11443.00,239.00,44513.00
2024,5,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",23.00,7.00,3.73,0.72,0.28,0.00,2.27,1.00,0.00,480.00,242.00,52.00,20.00,0.00,166.00
2024,5,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",412.00,69.00,16.76,0.76,27.60,0.00,23.87,4.00,4.00,4689.00,1469.00,82.00,1272.00,0.00,1866.00
2024,5,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",144.00,30.00,8.03,1.83,11.28,0.00,8.86,2.00,2.00,2210.00,512.00,243.00,690.00,0.00,765.00
2024,5,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",775.00,354.00,105.73,13.32,76.08,0.68,158.18,31.00,5.00,31528.00,11298.00,1527.00,3801.00,21.00,14881.00
2024,5,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",122.00,27.00,4.28,0.00,8.87,0.00,13.84,0.00,3.00,1296.00,347.00,0.00,333.00,0.00,616.00
2024,5,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",155.00,28.00,11.16,0.00,10.64,0.00,6.20,0.00,1.00,1736.00,854.00,0.00,509.00,0.00,373.00
2024,5,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",722.00,151.00,68.92,2.62,43.64,0.00,35.82,1.00,6.00,8785.00,4464.00,169.00,1888.00,0.00,2264.00
2024,5,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",67.00,17.00,3.48,0.91,3.88,0.00,8.73,1.00,0.00,1015.00,227.00,139.00,221.00,0.00,428.00
2024,5,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",293.00,57.00,9.73,2.36,12.92,0.00,31.99,1.00,1.00,4970.00,728.00,156.00,881.00,0.00,3205.00
2024,4,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",154.00,20.00,6.61,0.00,4.08,0.00,9.31,3.00,0.00,1145.00,361.00,0.00,150.00,0.00,634.00
2024,4,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",671.00,184.00,63.80,9.22,36.36,0.26,74.36,7.00,1.00,11577.00,4110.00,741.00,1312.00,14.00,5400.00
2024,4,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",293.00,44.00,25.94,6.75,6.71,0.00,4.60,1.00,1.00,5809.00,4526.00,703.00,293.00,0.00,287.00
2024,4,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",52.00,14.00,2.53,0.73,2.68,0.00,8.06,0.00,0.00,1752.00,283.00,88.00,209.00,0.00,1172.00
2024,4,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",278.00,33.00,8.32,0.00,7.01,0.00,17.67,1.00,1.00,5715.00,2515.00,0.00,321.00,0.00,2879.00
2024,4,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",265.00,38.00,11.55,1.95,9.44,0.00,15.06,2.00,0.00,2188.00,700.00,119.00,295.00,0.00,1074.00
2024,4,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",555.00,92.00,29.25,1.17,19.31,0.00,42.28,0.00,0.00,5498.00,1425.00,136.00,797.00,0.00,3140.00
2024,4,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",32.00,6.00,1.91,0.00,1.00,0.00,3.09,0.00,0.00,424.00,126.00,0.00,38.00,0.00,260.00
2024,4,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",433.00,34.00,9.78,1.87,13.67,0.00,8.68,1.00,0.00,1517.00,371.00,58.00,420.00,0.00,668.00
2024,4,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",116.00,21.00,7.69,0.00,9.11,0.00,4.21,0.00,0.00,777.00,390.00,0.00,255.00,0.00,132.00
